County Name,Total Population,Median Age,White Alone,Black/African American,Hispanic or Latino,Asian Alone,Median Household Income,Per Capita Income,Persons in Poverty,Unemployment Count,Total Housing Units,Median Gross Rent,Median Home Value,state,county
"Custer County, Colorado",4885,58.1,4536,70,313,56,66250,37232,376,106,4189,865,327100,08,027
"Delta County, Colorado",31173,47.8,27478,190,4838,195,56349,33055,4525,564,14841,933,291400,08,029
"Denver County, Colorado",710800,34.9,467213,63002,207519,25450,85853,56381,81703,20305,344760,1665,540400,08,031
"Dolores County, Colorado",2329,59.2,1929,0,319,0,64708,38098,389,34,1704,1513,208000,08,033
"Douglas County, Colorado",360206,39.3,302851,5272,34163,19296,139010,63186,10799,6934,136554,1953,635100,08,035
"Eagle County, Colorado",55650,38.3,43224,545,16382,610,98887,55007,4457,1472,33054,1868,728400,08,037
"Elbert County, Colorado",26457,45.6,23215,76,2177,250,124360,55535,1124,331,9898,1436,623300,08,039
"El Paso County, Colorado",730323,34.7,543305,43818,133004,20261,82748,41444,65325,20513,289809,1507,390500,08,041
"Fremont County, Colorado",49107,44.9,42850,1908,6706,284,56165,28224,6081,847,20302,959,264300,08,043
"Garfield County, Colorado",61683,37.2,47221,458,18223,568,82772,39024,4917,1113,24313,1444,449300,08,045
"Gilpin County, Colorado",5856,47.4,5255,9,561,10,95902,57593,538,77,3516,1263,465300,08,047
"Grand County, Colorado",15724,44.6,13595,127,1543,15,79367,43553,1345,422,16731,1243,461200,08,049
"Gunnison County, Colorado",17018,36.4,15398,182,1695,152,76538,44167,1746,394,12165,1168,530300,08,051
"Hinsdale County, Colorado",911,56.9,834,9,22,1,58712,46944,67,8,1406,979,369200,08,053
"Huerfano County, Colorado",6896,55.4,6026,3,2282,5,49631,29508,1390,171,4738,735,231200,08,055
"Jackson County, Colorado",1440,51.5,1346,9,165,0,38686,29657,299,59,1186,1266,227300,08,057
"Jefferson County, Colorado",580519,40.2,487122,6641,91503,16688,103167,54571,38194,13068,248785,1696,556800,08,059
"Kiowa County, Colorado",1347,43.3,1306,8,82,0,45250,27957,210,0,687,813,127400,08,061
"Kit Carson County, Colorado",7039,39.2,6033,2,1333,12,58992,36039,652,96,3430,931,182700,08,063
"Lake County, Colorado",7403,36.8,5470,9,2269,24,78942,44794,527,112,4010,1554,331000,08,065
"La Plata County, Colorado",55983,41.8,47046,129,7294,437,81936,44614,6185,963,28233,1344,497800,08,067
"Larimer County, Colorado",359363,36.3,309396,3447,43915,7631,87199,46676,40057,9176,159083,1584,488300,08,069
"Las Animas County, Colorado",14422,46.8,10314,161,5887,155,48965,29432,2627,467,8112,806,190900,08,071
"Lincoln County, Colorado",5583,40.4,4778,366,827,47,59167,27610,485,51,2373,820,238000,08,073
"Logan County, Colorado",21302,38.9,17543,238,3585,124,54864,29440,2332,340,8693,854,203100,08,075
"Mesa County, Colorado",156131,40.6,135709,1111,23635,1562,68077,36303,17446,4155,67708,1089,312600,08,077
"Mineral County, Colorado",794,54.7,747,0,21,6,58929,37647,89,21,1261,824,379000,08,079
"Moffat County, Colorado",13232,37.1,11567,49,2188,36,63983,33019,1947,349,6096,974,247500,08,081
"Montezuma County, Colorado",26070,43.7,20452,334,3383,219,61377,31044,3231,496,12269,893,282500,08,083
"Montrose County, Colorado",42823,45.9,35980,173,8930,225,62817,35755,4904,829,19122,1061,314100,08,085
"Morgan County, Colorado",29045,36.9,21389,930,10703,112,70471,30422,3662,525,11566,1038,277400,08,087
"Otero County, Colorado",18580,40.5,13788,236,7967,152,47500,25789,4350,447,8735,802,132600,08,089
"Ouray County, Colorado",4936,56.8,4522,105,206,15,78750,47768,239,95,3448,1239,596400,08,091
"Park County, Colorado",17597,51.3,16144,91,1173,104,85019,48221,1185,349,14198,1788,458600,08,093
"Phillips County, Colorado",4493,40.6,3795,0,1268,9,58474,37996,612,29,2044,848,258200,08,095
"Pitkin County, Colorado",17325,46.7,15266,75,1865,391,96123,87561,1150,221,13300,1772,912300,08,097
"Prowers County, Colorado",11968,37.8,9037,159,4725,69,49422,29026,2037,248,5473,764,120200,08,099
"Pueblo County, Colorado",168135,39.8,127996,3379,73357,1451,59436,31513,27274,4428,72364,967,238400,08,101
"Rio Blanco County, Colorado",6511,39.2,5583,19,721,4,69882,30140,799,188,3274,893,231800,08,103
"Rio Grande County, Colorado",11442,41.3,8757,48,5086,17,57591,34328,1151,340,6561,649,202300,08,105
"Routt County, Colorado",24944,41.9,21759,48,1806,273,95144,58304,1965,410,16642,1721,691800,08,107
"Saguache County, Colorado",6454,49.9,5413,82,2292,71,51946,34311,1123,298,3772,720,166500,08,109
"San Juan County, Colorado",690,49.3,616,0,126,0,67344,42678,132,30,729,1031,344600,08,111
"San Miguel County, Colorado",8082,41.9,7471,44,920,57,72829,55184,682,190,6564,1267,561400,08,113
"Sedgwick County, Colorado",2391,44.5,2067,12,465,38,45855,32776,379,37,1231,692,136000,08,115
"Summit County, Colorado",30955,39.0,25726,93,4566,357,100611,54935,2275,738,31508,1807,760000,08,117
"Teller County, Colorado",24758,51.1,21920,214,1967,49,69655,41836,1727,458,13365,1609,405500,08,119
"Washington County, Colorado",4817,40.2,4426,74,523,18,59087,33374,446,83,2293,908,208300,08,121
"Weld County, Colorado",331466,35.0,265146,4681,100586,5731,89182,39480,31432,8723,120293,1351,412200,08,123
"Yuma County, Colorado",9938,39.6,8333,17,2552,25,60118,32575,1355,291,4313,866,201500,08,125
"Capitol Planning Region, Connecticut",977165,39.8,654037,123631,174513,57018,88190,47802,101370,29389,413960,1297,283800,09,110
"Greater Bridgeport Planning Region, Connecticut",326381,40.5,213952,39028,66469,17876,83147,48201,42156,13337,125378,1446,372000,09,120
"Lower Connecticut River Valley Planning Region, Connecticut",175244,45.6,147012,8697,12296,6041,99742,54712,10964,4058,82618,1345,341300,09,130
"Naugatuck Valley Planning Region, Connecticut",451887,41.1,311573,52205,86177,18305,82939,44275,45555,15476,191666,1218,273500,09,140
"Northeastern Connecticut Planning Region, Connecticut",95687,41.7,81504,1611,11315,1369,83119,40723,8356,3893,41503,1119,268500,09,150
"Northwest Hills Planning Region, Connecticut",112696,45.1,92804,5352,12232,2811,87971,52279,10462,3287,55596,1149,296800,09,160
"South Central Connecticut Planning Region, Connecticut",571298,39.9,385872,76381,107644,24389,83617,46781,64563,18811,246338,1408,309600,09,170
"Southeastern Connecticut Planning Region, Connecticut",280293,41.6,221146,16191,31878,10827,80330,43292,26614,7669,125334,1254,275900,09,180
"Western Connecticut Planning Region, Connecticut",620666,41.1,414266,62311,124884,32309,118930,76090,45652,19130,248939,1952,595600,09,190
"Kent County, Delaware",182400,38.5,112081,47504,14162,4233,69278,33191,21850,5237,73600,1224,272300,10,001
"New Castle County, Delaware",570567,39.0,334333,144393,61685,33239,85309,44725,58355,16557,233746,1327,312000,10,003
"Sussex County, Delaware",240668,51.3,187830,26369,22849,3098,75406,42958,27585,5521,144210,1162,324400,10,005
"District of Columbia, District of Columbia",670587,34.8,265633,297101,77168,27067,101722,71297,98039,28264,350372,1817,705000,11,001
"Alachua County, Florida",279729,31.7,181328,54388,30387,16697,57566,35684,53070,7111,123751,1191,245600,12,001
"Baker County, Florida",27969,37.7,21970,3319,883,195,67872,28612,3398,595,9890,959,198900,12,003
"Bay County, Florida",181055,41.2,141183,18655,12980,3684,65999,36868,21755,3575,104428,1311,246800,12,005
"Bradford County, Florida",27816,39.9,20708,5017,1315,260,54759,25276,4352,656,10771,902,153900,12,007
"Brevard County, Florida",610723,47.0,470655,60125,69355,14458,71308,40111,60927,13911,290314,1327,278000,12,009
"Broward County, Florida",1940907,41.0,925110,550613,610462,71277,70331,39753,238880,60132,859621,1683,348600,12,011
"Calhoun County, Florida",13753,41.9,10578,1712,874,31,41526,21324,2374,173,5680,610,118100,12,013
"Charlotte County, Florida",189900,59.9,162761,9794,15266,2442,62164,38466,19490,4087,111330,1206,265800,12,015
"Citrus County, Florida",155173,56.9,139269,3586,9981,2140,52569,33514,22833,3827,82142,1000,190800,12,017
"Clay County, Florida",219650,39.9,162097,25218,23711,6279,82242,37334,20352,4676,85593,1372,254500,12,019
"Collier County, Florida",380221,52.2,278439,24553,108822,5370,82011,56666,39131,7238,229814,1599,443700,12,021
"Columbia County, Florida",69832,40.7,51489,11759,4730,661,53501,28317,10196,2047,29835,905,165300,12,023
"DeSoto County, Florida",34258,41.7,24790,4247,10979,54,45000,21726,8601,1331,15567,861,139500,12,027
"Dixie County, Florida",16737,45.8,14265,1366,751,51,45057,20508,2445,293,9304,805,93200,12,029
"Duval County, Florida",995708,36.6,544487,290585,109800,46991,65579,37376,139341,23638,437330,1293,251300,12,031
"Escambia County, Florida",321296,38.1,209744,69606,19636,9694,61642,33656,44874,9275,146123,1170,206400,12,033
"Flagler County, Florida",117515,52.4,91349,10786,13212,2911,69251,40463,11382,1887,56326,1561,293700,12,035
"Franklin County, Florida",12276,48.7,9598,1342,674,44,58107,31433,2325,414,8415,1045,236100,12,037
"Gadsden County, Florida",43746,41.9,15384,24041,4874,17,45721,23898,10460,734,18946,781,137300,12,039
"Gilchrist County, Florida",18070,42.7,16396,586,1125,47,56823,31477,2115,244,7579,801,165500,12,041
"Glades County, Florida",12179,47.4,8358,1892,2700,63,37221,23296,2382,206,6554,832,91300,12,043
"Gulf County, Florida",15002,46.5,11878,2266,590,57,56250,30011,1522,238,8984,1143,197700,12,045
"Hamilton County, Florida",13492,41.8,7985,4403,1445,69,47668,17331,2822,373,5630,778,100800,12,047
"Hardee County, Florida",25528,35.2,17675,1668,11310,270,44665,23380,6731,852,9837,904,118700,12,049
"Hendry County, Florida",39902,35.1,24361,4258,22789,373,49259,24825,8729,1112,15227,892,153200,12,051
"Hernando County, Florida",196621,48.5,158612,10210,30693,2451,59202,31516,24134,4955,89635,1155,214700,12,053
"Highlands County, Florida",102339,54.1,76633,9380,22050,1440,53679,31864,15742,2592,57605,919,155900,12,055
"Hillsborough County, Florida",1468560,37.6,864562,241312,439450,62784,70612,39509,197369,37194,606334,1413,294900,12,057
"Holmes County, Florida",19529,41.0,16816,1283,631,127,46063,22860,2949,373,8635,792,94900,12,059
"Indian River County, Florida",160986,54.8,127687,13146,21240,2475,67543,44102,18221,3931,83801,1183,284400,12,061
"Jackson County, Florida",47704,42.9,32107,12298,2457,275,46144,23210,7787,804,20022,756,113300,12,063
"Jefferson County, Florida",14458,47.8,9179,4647,646,33,51573,29189,2414,425,6741,727,167600,12,065
"Lafayette County, Florida",8107,40.6,6319,1267,1082,2,57852,20073,1306,272,3403,853,118600,12,067
"Lake County, Florida",386829,46.9,285523,39249,67297,8116,66239,35150,36977,9565,178098,1323,262500,12,069
"Lee County, Florida",772902,49.1,574580,62126,178802,12868,69368,41332,89142,15514,419916,1466,290900,12,071
"Leon County, Florida",294128,31.4,170168,91031,20385,10348,61317,36823,53940,9021,134107,1157,256900,12,073
"Levy County, Florida",43268,47.3,36022,3697,3992,354,49933,29042,6718,797,20972,798,151800,12,075
"Liberty County, Florida",7704,39.6,5863,1158,603,8,51723,24080,1375,227,3118,884,113300,12,077
"Madison County, Florida",17986,44.5,10260,6541,1139,16,43386,22760,3611,172,8362,832,92400,12,079
"Manatee County, Florida",405069,49.4,316986,32860,68333,8935,71385,41760,40670,9669,208358,1418,323900,12,081
"Marion County, Florida",378225,48.5,281422,46704,56818,5980,55265,31086,52923,8887,179079,1092,194900,12,083
"Martin County, Florida",159399,53.2,132109,8637,22778,2462,77894,50748,16391,3083,81593,1374,359200,12,085
"Miami-Dade County, Florida",2688237,40.6,1259156,426417,1848739,41646,64215,35563,403997,64439,1075278,1623,387000,12,086
"Monroe County, Florida",82044,48.3,62079,5716,21068,893,80111,54630,9480,1479,54034,1919,696900,12,087
"Nassau County, Florida",91538,46.3,80013,5013,4579,939,84085,44483,8343,1768,42121,1171,306800,12,089
"Okaloosa County, Florida",212021,37.1,158058,19991,21317,7151,73988,40002,20998,3239,101408,1382,295400,12,091
"Okeechobee County, Florida",39870,40.8,30033,3241,10661,384,50476,26904,7113,1006,18496,963,158500,12,093
"Orange County, Florida",1427403,35.9,731351,291433,469883,75431,72629,37330,187454,42585,565109,1553,329000,12,095
"Osceola County, Florida",393745,36.6,195489,42932,220780,10794,64312,28690,52441,10702,156976,1537,285200,12,097
"Palm Beach County, Florida",1494805,45.2,919163,276750,350700,42126,76066,48121,166938,42825,708303,1700,368300,12,099
"Pasco County, Florida",569211,43.9,444803,34035,99192,16234,63187,35201,66197,13913,259083,1282,233600,12,101
"Pinellas County, Florida",959918,48.8,738122,96357,99956,33912,66406,44020,107865,22435,516276,1389,284300,12,103
"Polk County, Florida",736229,39.8,474356,109389,192804,12972,60901,30262,106728,15557,320023,1192,215700,12,105
"Putnam County, Florida",73604,45.1,54928,11620,7727,431,44852,25966,16506,2520,36183,844,125700,12,107
"St. Johns County, Florida",278722,44.0,232319,15352,22235,8721,100020,52096,18720,5980,120920,1601,416100,12,109
"St. Lucie County, Florida",334682,45.3,211265,68373,69088,6691,66154,33847,41337,9213,150054,1363,275900,12,111
"Santa Rosa County, Florida",188994,40.0,155936,11060,11652,3785,84715,39143,16407,3962,76585,1386,272500,12,113
"Sarasota County, Florida",439392,57.1,378003,18724,43353,7881,77213,53149,35122,6389,254601,1590,338500,12,115
"Seminole County, Florida",471321,39.6,311064,55496,108146,23898,79490,42281,44796,11142,194744,1545,329300,12,117
"Sumter County, Florida",131832,68.3,114749,9332,8062,1431,70105,44431,11443,1541,76923,1185,324400,12,119
"Suwannee County, Florida",43881,42.8,34243,4966,4547,245,49729,24991,5999,995,18948,760,136500,12,121
"Taylor County, Florida",21421,44.3,15733,4373,888,52,46239,26859,2777,416,11110,909,89300,12,123
"Union County, Florida",15524,39.7,11408,2596,889,18,64043,24293,1656,160,4716,785,146200,12,125
"Volusia County, Florida",558520,46.5,416566,59935,87375,10398,63075,35364,66328,10601,273835,1271,251400,12,127
"Wakulla County, Florida",33732,42.3,26690,4908,1438,50,72035,31683,1888,573,13843,1041,198600,12,129
"Walton County, Florida",76618,44.4,65723,2816,5067,847,74832,45348,7898,1917,56744,1463,327000,12,131
"Washington County, Florida",25014,41.6,19455,3552,1090,251,47536,23984,5046,433,10874,853,137600,12,133
"Appling County, Georgia",18441,39.6,13032,3349,1898,105,43268,23940,4577,256,8524,683,88500,13,001
"Atkinson County, Georgia",8265,35.5,5517,1259,2258,0,38007,23066,2266,172,3494,566,77100,13,003
"Bacon County, Georgia",11138,38.1,8229,1679,968,70,43938,24654,2278,189,4807,685,95600,13,005
"Baker County, Georgia",2878,47.0,1505,981,24,284,45417,23731,666,125,1421,596,121600,13,007
"Baldwin County, Georgia",43778,36.1,23141,18284,1161,695,54699,31681,8864,1260,20092,832,154400,13,009
"Banks County, Georgia",18381,42.3,16063,541,1409,259,69096,30024,2411,214,7308,776,229900,13,011
"Barrow County, Georgia",84399,36.2,60747,10655,11133,3558,75053,30899,8009,1743,30357,1137,228400,13,013
"Bartow County, Georgia",109410,38.2,87427,11887,10489,1204,74812,32102,11700,3009,42731,1090,237000,13,015
"Ben Hill County, Georgia",17169,38.7,9917,6411,1121,63,38255,22625,4442,370,8122,668,100000,13,017
"Berrien County, Georgia",18187,39.8,14934,1869,1030,194,48670,25100,4167,351,8059,718,108300,13,019
"Bibb County, Georgia",156554,36.5,58258,85028,5853,3428,48897,30115,37641,5286,71828,967,155200,13,021
"Bleckley County, Georgia",12413,37.7,8731,3259,425,116,56021,28207,1906,324,5215,757,121600,13,023
"Brantley County, Georgia",18105,40.2,16805,667,474,126,40166,22767,2933,238,8173,728,91900,13,025
"Brooks County, Georgia",16275,42.6,9273,5789,1238,105,42263,28004,4277,340,7324,738,128400,13,027
"Bryan County, Georgia",44995,34.4,32658,6055,3669,1023,90627,39829,3200,1181,16753,1390,276100,13,029
"Bulloch County, Georgia",79829,29.7,50820,22101,3550,1247,53675,28484,16576,3287,33086,931,172500,13,031
"Burke County, Georgia",24337,38.8,12127,11095,863,122,50321,29735,4150,580,11106,747,98300,13,033
"Butts County, Georgia",25522,38.7,16962,7085,939,21,60076,27875,3612,431,9509,961,200000,13,035
"Calhoun County, Georgia",5594,39.2,1856,3465,314,0,48663,18074,1007,206,2044,676,77100,13,037
"Camden County, Georgia",55105,34.0,39021,9859,4117,1025,68104,32712,8638,1085,22774,1136,213400,13,039
"Candler County, Georgia",10946,41.6,6825,2465,1338,92,45519,24477,1947,181,4640,682,141500,13,043
"Carroll County, Georgia",120060,35.2,85441,24231,8950,1041,66895,30827,19641,3528,46510,1055,196900,13,045
"Catoosa County, Georgia",68052,40.8,61163,1546,2308,1042,68896,33515,6012,1258,28027,921,191200,13,047
"Charlton County, Georgia",12547,39.4,7897,3601,754,99,45770,22742,2381,452,4673,704,107500,13,049
"Chatham County, Georgia",296266,36.7,145541,119042,20098,8618,66171,37637,39871,9622,134190,1284,256400,13,051
"Chattahoochee County, Georgia",9402,23.9,5700,1582,1654,335,52943,23574,908,137,2971,1260,129300,13,053
"Chattooga County, Georgia",24902,40.2,20650,2386,1418,15,43556,21576,4593,455,10864,753,86400,13,055
"Cherokee County, Georgia",268567,39.7,216897,19078,29950,5374,100824,45334,17662,5396,101159,1580,358400,13,057
"Clarke County, Georgia",128864,28.9,76090,34353,14220,5252,48692,30138,31528,3572,55905,1045,242600,13,059
"Clay County, Georgia",2855,42.7,1050,1747,12,44,43264,22191,720,41,1882,383,81200,13,061
"Clayton County, Georgia",296312,33.0,37502,207916,39824,15178,56207,25549,49313,10137,113826,1216,167200,13,063
"Clinch County, Georgia",6713,38.4,4383,1778,384,11,53350,20294,2149,68,3022,547,73900,13,065
"Cobb County, Georgia",765813,37.2,404625,210450,103006,42702,94244,48510,62536,19875,308949,1535,346000,13,067
"Coffee County, Georgia",43056,36.4,26766,12375,5297,330,48398,23839,8063,790,17370,702,122500,13,069
"Colquitt County, Georgia",45813,37.1,27866,10423,9214,378,47235,25766,11024,1259,19143,747,113900,13,071
"Columbia County, Georgia",156921,37.4,108715,26560,11504,6850,92571,40677,11234,3938,59195,1295,259000,13,073
"Cook County, Georgia",17242,37.3,11068,4655,1138,42,46706,24060,3694,440,7318,887,113600,13,075
"Coweta County, Georgia",147449,39.1,107301,26607,11189,2814,90031,41373,12209,2072,57067,1326,291900,13,077
